unique_property_reference_number,unique_asset_id,name_of_building_land_or_both,street_number_or_numbers,street_name,postal_town,uk_postcode,easting,northing,tenure,tenure_characteristics,land_only,size_of_asset,size_units,effective_service_delivery_government_services_function,reason_for_holding_asset,localism_act,total_building_operation_costs,required_maintenance_costs,suitability_rating,energy_performance_dec_rating
"10007771834","1282","George Eliot Hospital NHS Trust","","College Street","Nuneaton","CV10 7DJ",435718,290585,"Leasehold","Occupied by the Local Authority","Land with a permanent building",241.82,"Sq.m","Government, citizens and rights","To Follow","n/a","Not Currently Available",0.00,"Not Currently Available","n/a"
"100071513500","4387","Elizabeth House","","Church Street","Stratford-Upon-Avon","CV37 6HX",420019,254718,"Leasehold","Occupied by the Local Authority","Land with a permanent building",834.21,"Sq.m","Government, citizens and rights","To Follow","n/a","Not Currently Available",0.00,"Not Currently Available","n/a"
"10001171934","2224","Coleshill Library & Information Centre","19a","Parkfield Road","Coleshill","B46 3LD",419971,289004,"Leasehold","Occupied by the Local Authority","Land with a permanent building",209.65,"Sq.m","Leisure and culture","To Follow","n/a","Not Currently Available",8762.44,"Not Currently Available","n/a"
"10023405692","5384","Saltisford Office Park","","Ansell Way","Warwick","CV34 4UL",427758,265413,"Freehold","Part or Wholly let out on Leasehold or Licence","Land with a permanent building",8181.80,"Sq.m","Government, citizens and rights","To Follow","n/a","Not Currently Available",0.00,"Not Currently Available","n/a"
"10013181215","5387","Riverside House","","Milverton Hill","Leamington Spa","CV32 5HZ",431256,265787,"Leasehold","Occupied by the Local Authority","Land with a permanent building",50.00,"Sq.m","Government, citizens and rights","To Follow","n/a","Not Currently Available",0.00,"Not Currently Available","n/a"
"100070141518","1287","Camp Hill Education Sports & Social (CHESS)","460","Cedar Road","Nuneaton","CV10 9DN",433562,292704,"Leasehold","Occupied by the Local Authority","Land with a permanent building",1333.21,"Sq.m","Health and social care","To Follow","n/a","Not Currently Available",62654.57,"Not Currently Available","D"
"100070141518","1287","Camp Hill Education Sports & Social (CHESS)","460","Cedar Road","Nuneaton","CV10 9DN",433562,292704,"Leasehold","Occupied by the Local Authority","Land with a permanent building",1333.21,"Sq.m","Health and social care","To Follow","n/a","Not Currently Available",62654.57,"Not Currently Available","D"
"100071398991","2225","Kingsbury Primary School","","Bromage Avenue","Kingsbury","B78 2HW",421490,296700,"Freehold","Part or Wholly let out on Leasehold or Licence","Land with a permanent building",2661.69,"Sq.m","Education and learning","To Follow","n/a","Not Currently Available",369644.37,"Not Currently Available","D"
"100071361608","4389","Winton House","23","Church Street","Stratford-Upon-Avon","CV37 6HB",419992,254627,"Leasehold","Occupied by the Local Authority","Land with a permanent building",320.04,"Sq.m","Government, citizens and rights","To Follow","n/a","Not Currently Available",22086.68,"Not Currently Available","n/a"
"10014038899","5389","Lillington Community and Children's Centre","","Mason Avenue","Lillington, Leamington Spa","CV32 7QE",433014,267158,"Leasehold","Part or Wholly let out on Leasehold or Licence","Land with a permanent building",589.37,"Sq.m","Education and learning","To Follow","n/a","Not Currently Available",11976.56,"Not Currently Available","n/a"
"10014036660","5394","Kenilworth Youth & Community Centre","","Abbey End","Kenilworth","CV8 1QJ",428791,271873,"Freehold","Part or Wholly let out on Leasehold or Licence","Land with a permanent building",600.00,"Sq.m","Education and learning","To Follow","n/a","Not Currently Available",14977.73,"Not Currently Available","n/a"
"n/a","2229","Land at Kingsbury Mill","","Coventry Road","Kingsbury","n/a",421648,295682,"Other","????","Land only",0.00,"Hectares","Licences, permits and permissions","To Follow","n/a","Not Currently Available",0.00,"Not Currently Available","n/a"
"100071495827","1298","St. Nicolas Parish Church Hall","","Vicarage Street","Nuneaton","CV11 4AZ",436513,291720,"Freehold","Part or Wholly let out on Leasehold or Licence","Land with a permanent building",793.50,"Sq.m","Licences, permits and permissions","To Follow","n/a","Not Currently Available",0.00,"Not Currently Available","n/a"
"10001171425","2230","The Council House","","South Street","Atherstone","CV9 1DE",430903,297680,"Licence","Part Occupied by the Local Authority on a Licence","Land with a permanent building",533.12,"Sq.m","Government, citizens and rights","To Follow","n/a","Not Currently Available",0.00,"Not Currently Available","n/a"
"10007772991","1302","Warwickshire Justice Centre","","Vicarage Street","Nuneaton","CV11 4JU",436560,291816,"Leasehold","Occupied by the Local Authority","Land with a permanent building",0.00,"Sq.m","Government, citizens and rights","To Follow","n/a","Not Currently Available",0.00,"Not Currently Available","n/a"
"10001173783","2232","Kingsbury Water Park Outdoor Education Centre","","Bodymoor Heath Lane","Bodymoor Heath, Kingsbury","B76 9JB",420243,296656,"Freehold","Occupied by the Local Authority","Land with a permanent building",372.12,"Sq.m","Education and learning","To Follow","n/a","Not Currently Available",11804.59,"Not Currently Available","n/a"
"10010513389","3288","Unit 5, 1 - 3 Upton Road","","Upton Road","New Bilton, Rugby","CV22 7DL",448913,275417,"Leasehold","Occupied by the Local Authority","Land with a permanent building",229.32,"Sq.m","Transport and highways","To Follow","n/a","Not Currently Available",5541.64,"Not Currently Available","n/a"
"10000229475","1311","Nuneaton Town Hall","","Coton Road","Nuneaton","CV11 5AA",436228,291686,"Leasehold","Occupied by the Local Authority","Land with a permanent building",34.00,"Sq.m","Government, citizens and rights","To Follow","n/a","Not Currently Available",0.00,"Not Currently Available","n/a"
"100071496404","1312","Ladybrook Childrens Centre","","Windermere Avenue","Nuneaton","CV11 6HH",437650,293221,"Leasehold","Part or Wholly let out on Leasehold or Licence","Land with a permanent building",77.48,"Sq.m","Education and learning","To Follow","n/a","Not Currently Available",0.00,"Not Currently Available","n/a"
"10001177089","2233","Lower House Farm Household Waste Recycling Centre","","Lower House Lane","Baddesley Ensor","CV9 2QA",426234,299016,"Freehold","Part or Wholly let out on Leasehold or Licence","Land with a permanent building",2827.78,"Sq.m","Environmental protection","To Follow","n/a","Not Currently Available",0.00,"Not Currently Available","n/a"
"10007770827","1313","Units 1A, 1B, 2 and adj. land at Opport. Centre","Withheld","Withheld","Withheld","CV10",0,0,"Leasehold","Vacant","Land with a permanent building",1336.50,"Sq.m","Business and employment","To Follow","n/a","Not Currently Available",63086.33,"Not Currently Available","n/a"
"10090528977","5405","Ridgeway School","","Deansway","Woodloes Park, Warwick","CV34 5DW",428223,266266,"Freehold","Occupied by the Local Authority","Land with a permanent building",2793.17,"Sq.m","Education and learning","To Follow","n/a","Not Currently Available",72930.12,"Not Currently Available","E"
"10024065305","4407","Badger Valley Childrens Centre","","Tilemans Lane","Shipston-On-Stour","CV36 4HP",425497,240999,"Ground Lease","Occupied by the Local Authority on a Ground Lease","Land with a permanent building",174.96,"Sq.m","Education and learning","To Follow","n/a","Not Currently Available",3031.20,"Not Currently Available","n/a"
"n/a","5407","Hatton Station Car Park","","Station Road","Hatton, Shrewley","n/a",422471,266411,"Leasehold","Occupied by the Local Authority","Land only",0.11,"Hectares","Transport and highways","To Follow","n/a","Not Currently Available",0.00,"Not Currently Available","n/a"
"n/a","5408","Land at Holloway Farm","","Wellesbourne Road","Wasperton","CV35 8EA",427276,259730,"Leasehold","Occupied by the Local Authority","Land only",0.14,"Hectares","Government, citizens and rights","To Follow","n/a","Not Currently Available",0.00,"Not Currently Available","n/a"
"100071510240","5409","St Michael's Hospital (WCC Mental Health Team)","","St Michaels Road","Saltisford, Warwick","CV34 5QW",427760,265660,"Other","Occupied by the Local Authority","Land with a permanent building",0.00,"Sq.m","Government, citizens and rights","To Follow","n/a","Not Currently Available",0.00,"Not Currently Available","n/a"
"100071362575","5410","Ashton House (WCC Mental Health Team)","15","George Street","Leamington Spa","CV31 1ET",432161,265352,"Other","Occupied by the Local Authority","Land with a permanent building",0.00,"Sq.m","Government, citizens and rights","To Follow","n/a","Not Currently Available",0.00,"Not Currently Available","n/a"
"100071505285","5411","Yew Tree House (WCC Mental Health Team)","87","Radford Road","Leamington Spa","CV31 1JQ",432645,265306,"Other","Occupied by the Local Authority","Land with a permanent building",0.00,"Sq.m","Government, citizens and rights","To Follow","n/a","Not Currently Available",0.00,"Not Currently Available","n/a"
"100071509730","5412","Warwick Mental Health Care Centre","","WCC Mental Health Team","24 Cape Road, Warwick","CV34 4JP",428060,265328,"Other","Occupied by the Local Authority","Land with a permanent building",0.00,"Sq.m","Government, citizens and rights","To Follow","n/a","Not Currently Available",0.00,"Not Currently Available","n/a"
"100071496324","1314","Avenue House (WCC Mental Health Team)","3","Manor Court Avenue","Nuneaton","CV11 5HX",435528,292214,"Other","Occupied by the Local Authority","Land with a permanent building",0.00,"Sq.m","Government, citizens and rights","To Follow","n/a","Not Currently Available",0.00,"Not Currently Available","n/a"
"10000228533","1315","The Manor (WCC Mental Health Team)","6","Manor Court Avenue","Nuneaton","CV11 5HX",435484,292276,"Other","Occupied by the Local Authority","Land with a permanent building",0.00,"Sq.m","Government, citizens and rights","To Follow","n/a","Not Currently Available",0.00,"Not Currently Available","n/a"
"100071495680","1316","Highfield House (WCC Mental Health Team)","53-55","Highfield Road","Nuneaton","CV11 4PW",437091,290871,"Other","Occupied by the Local Authority","Land with a permanent building",0.00,"Sq.m","Government, citizens and rights","To Follow","n/a","Not Currently Available",0.00,"Not Currently Available","n/a"
"10010512240","3306","Brunel House (WCC Mental Health Team)","","The Railings","Woodside Park, Rugby","CV21 2AW",450526,276016,"Other","Occupied by the Local Authority","Land with a permanent building",0.00,"Sq.m","Government, citizens and rights","To Follow","n/a","Not Currently Available",0.00,"Not Currently Available","n/a"
"10024635030","4408","Land at Stratford Parkway Railway Station","","Bishopton Lane","Bishopton","CV37 9QY",418516,256543,"Freehold","Occupied by the Local Authority","Land only",1.07,"Hectares","Transport and highways","To Follow","n/a","Not Currently Available",0.00,"Not Currently Available","n/a"
"n/a","4409","Southam Library (Temporary Premises)","","Unit 9, Brewsters Corner","Pendicke Street, Southam","CV47 1PN",442070,261750,"Leasehold","Occupied by the Local Authority","Land with a permanent building",109.20,"Sq.m","Leisure and culture","To Follow","n/a","Not Currently Available",0.00,"Not Currently Available","n/a"
"n/a","4414","Stour Enterprise Centre","","Astech Mill","50 Stratford Road, Shipston-On-Stour","CV36 4BA",426054,241130,"Licence","Part Occupied by the Local Authority on a Licence","Land with a permanent building",0.00,"Sq.m","Business and employment","To Follow","n/a","Not Currently Available",0.00,"Not Currently Available","n/a"
"n/a","3307","Land adjoining Rokeby Primary School","","Anderson Avenue","Rugby","n/a",450400,273180,"Freehold","Part or Wholly let out on a Leasehold or Licence","Land only",5.40,"Hectares","Environmental protection","To Follow","n/a","Not Currently Available",0.00,"Not Currently Available","n/a"
"n/a","5414","Unit 169, Rural Innovation Centre","","Stoneleigh Park","Stoneleigh","CV8 2LG",432145,271524,"Leasehold","Occupied by the Local Authority","Land with a permanent building",26.44,"Sq.m","Business and employment","To Follow","n/a","Not Currently Available",0.00,"Not Currently Available","n/a"
"n/a","5416","Site for Kenilworth Station","","81-83 & 85 Priory Road","Kenilworth","CV8 1LQ",429184,271743,"Freehold","Occupied by the Local Authority","Land only",0.43,"Hectares","Licences, permits and permissions","To Follow","n/a","Not Currently Available",0.00,"Not Currently Available","n/a"
"100071398745","2239","The Arden Centre","120a","Long Street","Atherstone","CV9 1PF",430965,297762,"Leasehold","Occupied by the Local Authority","Land with a permanent building",438.02,"Sq.m","Government, citizens and rights","To Follow","n/a","Not Currently Available",0.00,"Not Currently Available","n/a"
